,library,run,r1_file,reads_raw_r1,reads_primers,reads_filtered,reads_merged,reads_tabled,SampleID,Order,Family,Genus,Species,Sample_type,Location.or.lat,DOI,Location,Source,Richness,Shannon,ISimpson,Depth
a531a,a531a,1,a531a_R1_001.fastq.gz,32128,32128,29874,4951,4951,a531a,Passeriformes,Nectariniidae,Cinnyris (Nectarinia),batesi,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,21,2.477374731,1.591885427,4951
a531b,a531b,1,a531b_R1_001.fastq.gz,35753,35753,33086,4959,4959,a531b,Passeriformes,Nectariniidae,Cinnyris (Nectarinia),batesi,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,32,4.340080651,2.13683749,4959
a533,a533,1,a533_R1_001.fastq.gz,30390,30390,27366,4968,4968,a533,Passeriformes,Nectariniidae,Cinnyris (Nectarinia),reichenowi,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,16,7.024000365,5.287332309,4968
a534a,a534a,1,a534a_R1_001.fastq.gz,53821,53821,49114,4961,4961,a534a,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,34,6.497582641,4.287175449,4961
a535a,a535a,1,a535a_R1_001.fastq.gz,56745,56745,53533,4966,4966,a535a,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,7,1.103219226,1.028759102,4966
a535b,a535b,1,a535b_R1_001.fastq.gz,139506,139506,131452,4972,4972,a535b,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,15,1.264361792,1.073687083,4972
a536a,a536a,1,a536a_R1_001.fastq.gz,82904,82904,78108,4992,4992,a536a,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),oritis,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,4,1.065920039,1.020680691,4992
a536b,a536b,1,a536b_R1_001.fastq.gz,20727,20727,19059,4953,4953,a536b,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),oritis,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,17,2.712120905,1.811465032,4953
a537,a537,1,a537_R1_001.fastq.gz,58382,58382,54134,4983,4983,a537,Passeriformes,Nicatoridae,Nicator,chloris,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,18,2.873772757,1.800429401,4983
a539,a539,1,a539_R1_001.fastq.gz,37179,37179,34018,4977,4977,a539,Passeriformes,Pellorneidae,Illadopsis,fulvescens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,31,8.659259332,4.63338736,4977
a544,a544,1,a544_R1_001.fastq.gz,154487,154487,145197,4993,4993,a544,Passeriformes,Phylloscopidae,Phylloscopus,herberti,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,5,1.052862271,1.014559738,4993
a545,a545,1,a545_R1_001.fastq.gz,34303,34303,30450,4941,4941,a545,Passeriformes,Platysteiridae,Platysteira,castanea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,43,10.46796065,6.206801949,4941
a548,a548,1,a548_R1_001.fastq.gz,12465,12465,11624,4952,4952,a548,Passeriformes,Platysteiridae,Platysteira,castanea,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,31,3.507238849,2.277981237,4952
a554,a554,1,a554_R1_001.fastq.gz,42720,42720,39735,4685,4685,a554,Passeriformes,Platysteiridae,Platysteira,chalybea,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,174,85.45444041,27.17594788,4685
a557,a557,1,a557_R1_001.fastq.gz,22080,22080,20042,4930,4930,a557,Passeriformes,Ploceidae,Ploceus,albinucha,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,32,5.579511185,3.44160254,4930
a564,a564,1,a564_R1_001.fastq.gz,539791,539791,476392,4982,4982,a564,Passeriformes,Pycnonotidae,Arizelocichla (Andropadus),tephrolaema (-us),intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,6,1.260860434,1.097571312,4982
a568cx,a568cx,1,a568cx_R1_001.fastq.gz,58345,58345,49261,4993,4993,a568cx,Passeriformes,Pycnonotidae,Bleda,notatus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,9,1.157719354,1.049644862,4993
a568cy,a568cy,1,a568cy_R1_001.fastq.gz,50886,50886,42890,4997,4997,a568cy,Passeriformes,Pycnonotidae,Bleda,notatus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,6,1.180717222,1.060308203,4997
a574x,a574x,1,a574x_R1_001.fastq.gz,55773,55773,52169,4949,4949,a574x,Passeriformes,Pycnonotidae,Bleda,notatus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,23,5.285642764,3.883868182,4949
a574y,a574y,1,a574y_R1_001.fastq.gz,57373,57373,53599,4946,4946,a574y,Passeriformes,Pycnonotidae,Bleda,notatus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,20,4.784442675,3.746386684,4946
a578,a578,1,a578_R1_001.fastq.gz,99506,99506,92815,4962,4962,a578,Passeriformes,Pycnonotidae,Criniger,calurus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,20,1.973396427,1.307930791,4962
a580,a580,1,a580_R1_001.fastq.gz,23193,23193,22428,4977,4977,a580,Passeriformes,Pycnonotidae,Criniger,chloronotus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,22,3.569229078,2.584998023,4977
a584,a584,1,a584_R1_001.fastq.gz,224926,224926,208035,4980,4980,a584,Passeriformes,Pycnonotidae,Criniger,ndussumensis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,30,4.876461778,2.296663798,4980
a591,a591,1,a591_R1_001.fastq.gz,46483,46483,41464,4983,4983,a591,Passeriformes,Pycnonotidae,Eurillas (Andropadus),latirostris,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,11,2.822182306,2.28217827,4983
a599a,a599a,1,a599a_R1_001.fastq.gz,202360,202360,189037,4999,4999,a599a,Passeriformes,Pycnonotidae,Eurillas (Andropadus),latirostris,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,8,1.538756095,1.291766722,4999
a599b,a599b,1,a599b_R1_001.fastq.gz,129684,129684,122669,4991,4991,a599b,Passeriformes,Pycnonotidae,Eurillas (Andropadus),latirostris,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,13,1.969648829,1.401197477,4991
a618S2,a618S2,1,a618S2_R1_001.fastq.gz,22849,22849,21132,4965,4965,a618S2,Passeriformes,Pycnonotidae,Eurillas (Andropadus),virens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,23,5.873488047,4.157049576,4965
a620a,a620a,1,a620a_R1_001.fastq.gz,36489,36489,34112,4931,4931,a620a,Passeriformes,Pycnonotidae,Eurillas (Andropadus),virens,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,37,7.499918258,5.374640554,4931
a620b,a620b,1,a620b_R1_001.fastq.gz,30797,30797,28216,4895,4895,a620b,Passeriformes,Pycnonotidae,Eurillas (Andropadus),virens,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,40,9.685998561,7.064958274,4895
a625,a625,1,a625_R1_001.fastq.gz,16189,16189,14277,4922,4922,a625,Passeriformes,Pycnonotidae,Phyllastrephus,poensis,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,44,6.704508921,4.758361476,4922
a633a,a633a,1,a633a_R1_001.fastq.gz,43765,43765,40898,4992,4992,a633a,Passeriformes,Stenostiridae,Elminia,albiventris,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,12,2.336396419,1.616117973,4992
a633b,a633b,1,a633b_R1_001.fastq.gz,207061,207061,191005,4989,4989,a633b,Passeriformes,Stenostiridae,Elminia,albiventris,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,12,4.651082103,3.738179847,4989
a634a,a634a,1,a634a_R1_001.fastq.gz,7841,7841,7568,4986,4986,a634a,Passeriformes,Sylviidae,Sylvia (Pseudoalcippe),abyssinica,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,16,1.487496172,1.179221801,4986
a634bS2,a634bS2,1,a634bS2_R1_001.fastq.gz,22986,22986,21410,4954,4954,a634bS2,Passeriformes,Sylviidae,Sylvia (Pseudoalcippe),abyssinica,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,26,3.231394449,2.360413489,4954
a634d,a634d,1,a634d_R1_001.fastq.gz,15108,15108,14606,4961,4961,a634d,Passeriformes,Sylviidae,Sylvia (Pseudoalcippe),abyssinica,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,26,4.572426572,3.16788468,4961
a640a,a640a,1,a640a_R1_001.fastq.gz,34665,34665,32565,4989,4989,a640a,Passeriformes,Turdidae,Neocossyphus,poensis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,11,2.671367993,1.83227776,4989
a640b,a640b,1,a640b_R1_001.fastq.gz,38309,38309,36219,4995,4995,a640b,Passeriformes,Turdidae,Neocossyphus,poensis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,7,1.294642113,1.101745839,4995
a650S2,a650S2,1,a650S2_R1_001.fastq.gz,32629,32629,30763,4963,4963,a650S2,Passeriformes,Turdidae,Neocossyphus,rufus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,69,22.25242508,13.9558373,4963
a653a,a653a,1,a653a_R1_001.fastq.gz,109841,109841,100553,4989,4989,a653a,Passeriformes,Turdidae,Turdus,pelios,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,9,3.234736069,2.474442336,4989
a653b,a653b,1,a653b_R1_001.fastq.gz,87507,87507,80942,4985,4985,a653b,Passeriformes,Turdidae,Turdus,pelios,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,11,2.541783592,2.096728686,4985
a655a,a655a,1,a655a_R1_001.fastq.gz,72385,72385,67075,4893,4893,a655a,Passeriformes,Viduidae,Vidua,macroura,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,24,5.576084128,3.401139725,4893
a655b,a655b,1,a655b_R1_001.fastq.gz,59157,59157,54912,4917,4917,a655b,Passeriformes,Viduidae,Vidua,macroura,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,38,6.196000531,3.506884924,4917
a656,a656,1,a656_R1_001.fastq.gz,105428,105428,96936,4981,4981,a656,Passeriformes,Zosteropidae,Zosterops (Speirops),brunneus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,19,4.502041956,3.446399954,4981
a658S2,a658S2,1,a658S2_R1_001.fastq.gz,27571,27571,24806,4938,4938,a658S2,Passeriformes,Zosteropidae,Zosterops,senegalensis,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,30,6.451132181,4.7200682,4938
SRR11825482,SRR11825482,1,SRR11825482_1.fastq.gz,289338,286951,220292,4971,4971,SRR11825482,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.03005197 N 122.882655 W,10.1007/s00248-020-01569-8,USA,Berlow,10,1.161313787,1.046945719,4971
SRR11825483,SRR11825483,1,SRR11825483_1.fastq.gz,96778,96064,74117,4979,4979,SRR11825483,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.02621599 N 122.876718 W,10.1007/s00248-020-01569-8,USA,Berlow,24,4.026465111,3.061485993,4979
SRR11825486,SRR11825486,1,SRR11825486_1.fastq.gz,45095,44731,32797,4984,4984,SRR11825486,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,not collected,10.1007/s00248-020-01569-8,USA,Berlow,38,6.384634066,3.840564415,4984
SRR11825487,SRR11825487,1,SRR11825487_1.fastq.gz,206309,204589,150429,4969,4969,SRR11825487,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.12058197 N 122.943727 W,10.1007/s00248-020-01569-8,USA,Berlow,36,3.236219301,1.814286528,4969
SRR11825488,SRR11825488,1,SRR11825488_1.fastq.gz,265505,263506,216916,4986,4986,SRR11825488,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.12319696 N 122.938746 W,10.1007/s00248-020-01569-8,USA,Berlow,29,1.792093481,1.241137668,4986
SRR11825489,SRR11825489,1,SRR11825489_1.fastq.gz,132262,131218,99380,4980,4980,SRR11825489,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.12327298 N 122.955462 W,10.1007/s00248-020-01569-8,USA,Berlow,65,20.56662998,8.80868693,4980
SRR11825490,SRR11825490,1,SRR11825490_1.fastq.gz,51525,51109,34760,4986,4986,SRR11825490,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.12129703 N 122.94201 W,10.1007/s00248-020-01569-8,USA,Berlow,49,6.801628923,2.490444123,4986
SRR11825493,SRR11825493,1,SRR11825493_1.fastq.gz,287790,285585,213330,4987,4987,SRR11825493,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.91142197 N 122.727199 W,10.1007/s00248-020-01569-8,USA,Berlow,40,4.031085207,2.010789709,4987
SRR11825494,SRR11825494,1,SRR11825494_1.fastq.gz,180829,179557,131394,4971,4971,SRR11825494,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.91052704 N 122.726788 W,10.1007/s00248-020-01569-8,USA,Berlow,102,37.48872332,16.22995774,4971
SRR11825495,SRR11825495,1,SRR11825495_1.fastq.gz,312072,309086,241019,4966,4966,SRR11825495,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.90830198 N 122.725891 W,10.1007/s00248-020-01569-8,USA,Berlow,28,2.632672487,1.589839993,4966
SRR11825497,SRR11825497,1,SRR11825497_1.fastq.gz,162703,161443,128698,4958,4958,SRR11825497,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.907012 N 122.723392 W,10.1007/s00248-020-01569-8,USA,Berlow,29,3.005890173,2.119205277,4958
SRR11825498,SRR11825498,1,SRR11825498_1.fastq.gz,358249,355227,293961,4974,4974,SRR11825498,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.91050097 N 122.719975 W,10.1007/s00248-020-01569-8,USA,Berlow,19,1.450027128,1.131421591,4974
SRR11825499,SRR11825499,1,SRR11825499_1.fastq.gz,56647,56276,42760,4969,4969,SRR11825499,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.02739901 N 122.890838 W,10.1007/s00248-020-01569-8,USA,Berlow,45,10.43311515,4.90369276,4969
SRR11825500,SRR11825500,1,SRR11825500_1.fastq.gz,352725,349963,285992,4958,4958,SRR11825500,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.02654297 N 122.883605 W,10.1007/s00248-020-01569-8,USA,Berlow,31,2.109834221,1.33303363,4958
SRR11825502,SRR11825502,1,SRR11825502_1.fastq.gz,259302,256800,86722,4962,4962,SRR11825502,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.02704203 N 122.887843 W,10.1007/s00248-020-01569-8,USA,Berlow,83,22.66323588,9.152959965,4962
SRR11825503,SRR11825503,1,SRR11825503_1.fastq.gz,132756,131688,88769,4970,4970,SRR11825503,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.02961896 N 122.881688 W,10.1007/s00248-020-01569-8,USA,Berlow,46,11.19757013,6.272094361,4970
SRR11825504,SRR11825504,1,SRR11825504_1.fastq.gz,335223,331677,268576,4986,4986,SRR11825504,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,not collected,10.1007/s00248-020-01569-8,USA,Berlow,10,1.095002426,1.025310789,4986
SRR11825505,SRR11825505,1,SRR11825505_1.fastq.gz,12481,12410,7753,4932,4932,SRR11825505,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.02881204 N 122.882687 W,10.1007/s00248-020-01569-8,USA,Berlow,122,47.85083663,20.35250668,4932
SRR11825506,SRR11825506,1,SRR11825506_1.fastq.gz,409920,406084,318172,4977,4977,SRR11825506,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.90313202 N 122.723352 W,10.1007/s00248-020-01569-8,USA,Berlow,13,1.399776739,1.146326864,4977
SRR11825507,SRR11825507,1,SRR11825507_1.fastq.gz,264659,262369,217241,4971,4971,SRR11825507,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.787964 N 122.478038 W,10.1007/s00248-020-01569-8,USA,Berlow,16,1.231308713,1.063509361,4971
SRR11825508,SRR11825508,1,SRR11825508_1.fastq.gz,298835,296522,220918,4977,4977,SRR11825508,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.90309799 N 122.724171 W,10.1007/s00248-020-01569-8,USA,Berlow,23,1.457620463,1.12390607,4977
SRR11825509,SRR11825509,1,SRR11825509_1.fastq.gz,174180,172857,125805,4960,4960,SRR11825509,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.1212 N 122.9434 W,10.1007/s00248-020-01569-8,USA,Berlow,84,14.68119131,4.758736162,4960
SRR11825511,SRR11825511,1,SRR11825511_1.fastq.gz,268640,266545,202363,4981,4981,SRR11825511,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,38.12330098 N 122.935457 W,10.1007/s00248-020-01569-8,USA,Berlow,46,8.911537944,3.978752871,4981
SRR11825512,SRR11825512,1,SRR11825512_1.fastq.gz,143556,142442,106927,4942,4942,SRR11825512,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.79862603 N 122.469342 W,10.1007/s00248-020-01569-8,USA,Berlow,96,37.98770039,16.84198027,4942
SRR11825513,SRR11825513,1,SRR11825513_1.fastq.gz,127996,127039,92744,4989,4989,SRR11825513,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.91695001 N 122.720217 W,10.1007/s00248-020-01569-8,USA,Berlow,44,9.884813577,5.251551247,4989
SRR11825514,SRR11825514,1,SRR11825514_1.fastq.gz,154689,153625,122772,4994,4994,SRR11825514,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.90826501 N 122.721916 W,10.1007/s00248-020-01569-8,USA,Berlow,19,1.81188034,1.257430679,4994
SRR11825515,SRR11825515,1,SRR11825515_1.fastq.gz,115779,114911,79036,4997,4997,SRR11825515,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.91731504 N 122.720543 W,10.1007/s00248-020-01569-8,USA,Berlow,36,13.25017515,9.14684174,4997
SRR11825516,SRR11825516,1,SRR11825516_1.fastq.gz,193337,191705,136179,4988,4988,SRR11825516,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.91071898 N 122.334197 W,10.1007/s00248-020-01569-8,USA,Berlow,47,8.000658033,4.744956987,4988
SRR11825517,SRR11825517,1,SRR11825517_1.fastq.gz,281812,279433,220532,4991,4991,SRR11825517,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.91071898 N 122.334197 W,10.1007/s00248-020-01569-8,USA,Berlow,28,1.886320238,1.240083089,4991
SRR11825518,SRR11825518,1,SRR11825518_1.fastq.gz,132507,131327,74512,4977,4977,SRR11825518,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.79602 N 122.48157 W,10.1007/s00248-020-01569-8,USA,Berlow,40,16.02495695,10.26770872,4977
SRR11825519,SRR11825519,1,SRR11825519_1.fastq.gz,193674,192360,142084,4960,4960,SRR11825519,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.90993896 N 122.333272 W,10.1007/s00248-020-01569-8,USA,Berlow,53,13.1816205,6.012611978,4960
SRR11825521,SRR11825521,1,SRR11825521_1.fastq.gz,202438,200852,153341,4989,4989,SRR11825521,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,not collected,10.1007/s00248-020-01569-8,USA,Berlow,74,12.72643159,4.166472796,4989
SRR11825522,SRR11825522,1,SRR11825522_1.fastq.gz,93060,92277,69611,4915,4915,SRR11825522,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.72455297 N 122.503666 W,10.1007/s00248-020-01569-8,USA,Berlow,105,46.71241143,22.16460486,4915
SRR11825523,SRR11825523,1,SRR11825523_1.fastq.gz,103004,102109,67441,4975,4975,SRR11825523,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.72393799 N 122.50333 W,10.1007/s00248-020-01569-8,USA,Berlow,57,4.670300059,1.851684837,4975
SRR11825524,SRR11825524,1,SRR11825524_1.fastq.gz,48463,48076,34893,4994,4994,SRR11825524,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.71812799 N 122.501195 W,10.1007/s00248-020-01569-8,USA,Berlow,56,15.98011663,7.669911356,4994
SRR11825525,SRR11825525,1,SRR11825525_1.fastq.gz,102395,100821,79107,4993,4993,SRR11825525,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.71781099 N 122.501022 W,10.1007/s00248-020-01569-8,USA,Berlow,44,6.51513328,2.725170039,4993
SRR11825526,SRR11825526,1,SRR11825526_1.fastq.gz,213786,212030,162339,4985,4985,SRR11825526,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.71718998 N 122.500443 W,10.1007/s00248-020-01569-8,USA,Berlow,46,10.39924845,5.400277552,4985
SRR11825527,SRR11825527,1,SRR11825527_1.fastq.gz,158588,157308,128206,4943,4943,SRR11825527,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.71460298 N 122.500617 W,10.1007/s00248-020-01569-8,USA,Berlow,36,4.102703379,2.324090018,4943
SRR11825529,SRR11825529,1,SRR11825529_1.fastq.gz,103950,103056,48013,4942,4942,SRR11825529,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.78605 N 122.48145 W,10.1007/s00248-020-01569-8,USA,Berlow,99,38.45452953,16.5635806,4942
SRR11825530,SRR11825530,1,SRR11825530_1.fastq.gz,61384,60878,44141,4974,4974,SRR11825530,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Cloacal swabs,37.90990502 N 122.338717 W,10.1007/s00248-020-01569-8,USA,Berlow,48,13.40355226,5.270178972,4974
