SampleID,Order,Family,Genus,Species,Sample_type,Lat_Long_OG,DOI,Location,Source,Latitude,Longitude
SRR12962878,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962879,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962880,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962881,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962884,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962886,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962887,Passeriformes,Petroicidae,Microeca,papuana,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962888,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962889,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962890,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962891,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962892,Passeriformes,Petroicidae,Heteromyias,armiti,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962893,Passeriformes,Acanthizidae,Sericornis,papuensis,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962894,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962896,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962898,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962900,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962901,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962902,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962903,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962904,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962906,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962907,Passeriformes,Petroicidae,Microeca,papuana,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962908,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962909,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962910,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962911,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962912,Passeriformes,Pachycephalidae,Pachycephala,schlegelii,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962913,Passeriformes,Acanthizidae,Sericornis,papuensis,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962914,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962915,Passeriformes,Pachycephalidae,Pachycephala,schlegelii,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962916,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,Cloacal swabs,6.0952755 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.0952755,146.91583333
SRR12962917,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962918,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962919,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962920,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962921,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962922,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962923,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
SRR12962925,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,6.09527778 S 146.91583333 E,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,-6.09527778,146.91583333
a401,Columbiformes,Columbidae,Turtur,afer,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a402,Columbiformes,Columbidae,Turtur,tympanistra,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a403,Cuculiformes,Cuculidae,Cercococcyx,olivinus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a404,Apodiformes,Apodidae,Apus,affinis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a405,Charadriiformes,Scolopacidae,Actitis,hypoleucos,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a408,Coraciiformes,Alcedinidae,Alcedo,quadribrachys,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a409a,Coraciiformes,Alcedinidae,Corythornis (Alcedo),leucogaster,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a409b,Coraciiformes,Alcedinidae,Corythornis (Alcedo),leucogaster,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a410a,Piciformes,Indicatoridae,Indicator,maculatus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a410b,Piciformes,Indicatoridae,Indicator,maculatus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a411,Piciformes,Lybiidae,Pogoniulus,bilineatus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a412a,Piciformes,Picidae,Campethera,nivosa,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a412bS2,Piciformes,Picidae,Campethera,nivosa,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a412cS2,Piciformes,Picidae,Campethera,nivosa,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a412d,Piciformes,Picidae,Campethera,nivosa,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a413a,Piciformes,Picidae,Campethera,nivosa,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a413b,Piciformes,Picidae,Campethera,nivosa,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a414x,Passeriformes,Cettiidae,Hylia,prasina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a414y,Passeriformes,Cettiidae,Hylia,prasina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a417a,Passeriformes,Cettiidae,Hylia,prasina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a417b,Passeriformes,Cettiidae,Hylia,prasina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a418a,Passeriformes,Cettiidae,Hylia,prasina,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a418b,Passeriformes,Cettiidae,Hylia,prasina,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a419,Passeriformes,Cisticolidae,Bathmocercus,rufus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a423,Passeriformes,Cisticolidae,Camaroptera,brachyura,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a427,Passeriformes,Cisticolidae,Camaroptera,chloronota,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a430,Passeriformes,Cisticolidae,Camaroptera,chloronota,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a432,Passeriformes,Cisticolidae,Poliolais,lopezi,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a435a,Passeriformes,Cisticolidae,Prinia,bairdii,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a435b,Passeriformes,Cisticolidae,Prinia,bairdii,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a438a,Passeriformes,Estrildidae,Cryptospiza,reichenovii,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a438b,Passeriformes,Estrildidae,Cryptospiza,reichenovii,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a438c,Passeriformes,Estrildidae,Cryptospiza,reichenovii,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a439a,Passeriformes,Estrildidae,Estrilda,astrild,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a439b,Passeriformes,Estrildidae,Estrilda,astrild,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a440,Passeriformes,Estrildidae,Estrilda,atricapilla,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a443,Passeriformes,Estrildidae,Estrilda,atricapilla,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a444,Passeriformes,Estrildidae,Estrilda,atricapilla,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a445a,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a445b,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a448a,Passeriformes,Estrildidae,Nigrita,canicapillus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a448b,Passeriformes,Estrildidae,Nigrita,canicapillus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a448c,Passeriformes,Estrildidae,Nigrita,canicapillus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a453,Passeriformes,Estrildidae,Spermestes (Lonchura),bicolor,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a454a,Passeriformes,Estrildidae,Spermestes (Lonchura),cucullata,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a454b,Passeriformes,Estrildidae,Spermestes (Lonchura),cucullata,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a456,Passeriformes,Estrildidae,Spermophaga,haematina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a457,Passeriformes,Eurylaimidae,Smithornis,rufolateralis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a458a,Passeriformes,Fringillidae,Linurgus,olivaceus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a458b,Passeriformes,Fringillidae,Linurgus,olivaceus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a459,Passeriformes,Hirundinidae,Cecropis (Hirundo),abyssinica,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a461a,Passeriformes,Hirundinidae,Hirundo,aethiopica,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a461b,Passeriformes,Hirundinidae,Hirundo,aethiopica,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a468,Passeriformes,Hirundinidae,Hirundo,nigrita,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a469y,Passeriformes,Hirundinidae,Psalidoprocne,fuliginosa,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a470a,Passeriformes,Hirundinidae,Psalidoprocne,nitens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a470b,Passeriformes,Hirundinidae,Psalidoprocne,nitens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a472a,Passeriformes,Macrosphenidae,Sylvietta,virens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a472b,Passeriformes,Macrosphenidae,Sylvietta,virens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a474,Passeriformes,Malaconotidae,Tchagra,australis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a475x,Passeriformes,Monarchidae,Terpsiphone,rufiventer,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a475y,Passeriformes,Monarchidae,Terpsiphone,rufiventer,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a476,Passeriformes,Monarchidae,Terpsiphone,viridis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a481a,Passeriformes,Monarchidae,Terpsiphone,viridis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a481b,Passeriformes,Monarchidae,Terpsiphone,viridis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a485,Passeriformes,Muscicapidae,Alethe,castanea (diademata),intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a492a,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a492b,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a501ax,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a501ay,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a501bx,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a501by,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a501cx,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a501cy,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a502b,Passeriformes,Muscicapidae,Cossyphicula,roberti,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a502c,Passeriformes,Muscicapidae,Cossyphicula,roberti,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a502d,Passeriformes,Muscicapidae,Cossyphicula,roberti,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a505,Passeriformes,Muscicapidae,Muscicapa,infuscata,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a510,Passeriformes,Muscicapidae,Muscicapa,sethsmithi,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a513,Passeriformes,Muscicapidae,Sheppardia,bocagei,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a517a,Passeriformes,Muscicapidae,Sheppardia,cyornithopsis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a517b,Passeriformes,Muscicapidae,Sheppardia,cyornithopsis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a523,Passeriformes,Muscicapidae,Stiphrornis,erythrothorax,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a524S2,Passeriformes,Muscicapidae,Stiphrornis,erythrothorax,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a527,Passeriformes,Nectariniidae,Hedydipna (Anthodiaeta),collaris,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a530,Passeriformes,Nectariniidae,Anthreptes (Nectarinia),seimundi,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a531a,Passeriformes,Nectariniidae,Cinnyris (Nectarinia),batesi,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a531b,Passeriformes,Nectariniidae,Cinnyris (Nectarinia),batesi,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a533,Passeriformes,Nectariniidae,Cinnyris (Nectarinia),reichenowi,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a534a,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a535a,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a535b,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a536a,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),oritis,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a536b,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),oritis,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a537,Passeriformes,Nicatoridae,Nicator,chloris,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a539,Passeriformes,Pellorneidae,Illadopsis,fulvescens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a544,Passeriformes,Phylloscopidae,Phylloscopus,herberti,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a545,Passeriformes,Platysteiridae,Platysteira,castanea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,1.71145017357701,10.463714317137
a548,Passeriformes,Platysteiridae,Platysteira,castanea,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a554,Passeriformes,Platysteiridae,Platysteira,chalybea,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a557,Passeriformes,Ploceidae,Ploceus,albinucha,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a561b,Passeriformes,Ploceidae,Ploceus,nigricollis,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
a564,Passeriformes,Pycnonotidae,Arizelocichla (Andropadus),tephrolaema (-us),intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,3.63172925181662,8.75442417994625
